Percent 65 and Older,Percent Under 18 Years,Percent Under 5 Years,county,Bachelor's Degree or Higher,High School or Higher,American Indian and Alaska Native Alone,Asian Alone,Black Alone,Hispanic or Latino,Native Hawaiian and Other Pacific Islander Alone,Two or More Races,White Alone,"White Alone, not Hispanic or Latino",Per Capita Income,Persons Below Poverty Level,Median Household Income,2010 Population,2014 Population,Population Percent Change,Population per Square Mile,state
17.1,23.7,6.4,Poinsett County,8.6,73.3,0.3,0.3,8,2.7,0,1.6,89.8,87.5,16919,28.1,32089,24583,24246,-1.4,32.4,AR
21.7,23.4,5.9,Polk County,12.3,85.1,2,0.6,0.5,6.4,0,2.4,94.5,88.6,19116,23.1,32835,20662,20225,-2.1,24.1,AR
14.4,22.8,6.2,Pope County,20.7,81.9,1,1.2,3.2,8.4,0.1,2.1,92.4,84.8,19918,19.3,40453,61754,63201,2.3,76,AR
22,20.2,5,Prairie County,9.3,78.6,0.4,0.1,11.7,1.2,0,1,86.7,85.7,18137,21.2,34855,8715,8304,-4.7,13.4,AR
13.5,23.7,7,Pulaski County,31.2,89.2,0.5,2.2,36,6,0.1,2,59.2,54,27414,17.2,46013,382748,392702,2.6,503.8,AR
19.9,22.5,5.7,Randolph County,12.3,80.4,0.5,0.4,0.9,1.9,0,1.3,96.8,95.2,18871,21.8,34418,17969,17571,-2.2,27.6,AR
13.9,22.5,6.4,St. Francis County,11.7,76,0.7,0.6,52.7,4.4,0,1.5,44.5,41.1,15511,28.4,30873,28258,26899,-4.8,44.5,AR
17.1,23.8,6,Saline County,23.4,89.2,0.6,1.1,6.6,4.2,0.1,1.4,90.3,86.6,25962,8.6,55348,107118,115719,8,148,AR
18.7,23.6,5.7,Scott County,11.6,77,2.3,3.8,0.7,7.6,0,2.1,91.1,84.3,18934,20,37448,11233,10693,-4.8,12.6,AR
23.6,20.3,5,Searcy County,12,74.1,1.4,0.2,0.3,2.1,0,2.5,95.5,93.7,16731,26.1,30779,8195,7929,-3.2,12.3,AR
14.5,24.5,6.8,Sebastian County,19.2,82.2,2.3,4.5,6.8,13.4,0.3,3.4,82.9,71.1,23222,21.2,40471,125744,126776,0.8,236.4,AR
13.6,28.8,7.7,Sevier County,8.6,66.3,3.3,0.5,4.5,32.7,0.3,2.4,89,58.6,16021,24.4,35153,17058,17426,2.2,30.2,AR
25.7,20.4,5.2,Sharp County,11,83,1,0.4,0.8,2.1,0,1.9,95.9,94,16714,23.9,30861,17264,16906,-2.1,28.6,AR
25.4,20.1,4.9,Stone County,14.2,78.9,0.8,0.4,0.4,1.8,0,1.8,96.6,95,17403,25.5,29832,12394,12494,0.8,20.4,AR
16.6,23.9,6.5,Union County,16.1,82.4,0.6,0.8,32.6,3.6,0.1,1.5,64.4,61.5,20718,21.5,37435,41639,40227,-3.4,40.1,AR
24.6,19.7,4.9,Van Buren County,13.6,81.4,0.9,0.4,0.5,3.1,0,1.9,96.3,93.5,18782,24.5,32517,17295,16851,-2.6,24.4,AR
10.7,25.3,7.4,Washington County,28.7,82.6,1.5,2.6,3.5,16.2,2.5,2.6,87.3,72.2,23264,20.7,41248,203065,220792,8.7,215.6,AR
15.1,23.8,6.5,White County,18.1,82.6,0.7,0.7,4.6,4.2,0.1,1.9,92.2,88.4,21793,17.5,42487,77076,78592,2,74.5,AR
21.2,21.9,5.7,Woodruff County,10.1,73.6,0.3,0.2,26.9,1.5,0.1,1.7,70.7,69.5,19087,24.3,28259,7260,6910,-4.9,12.4,AR
17.1,25.1,6.5,Yell County,9.4,71.3,1,1.6,2.1,18.9,0.1,1.4,93.9,76.1,16992,22.7,35535,22185,21951,-1.1,23.9,AR
12.5,21.4,6.1,Alameda County,41.8,86.4,1.1,28.9,12.1,22.7,1,5.2,51.7,32.8,35763,12.5,72112,1510271,1610921,6.7,2043.6,CA
21.1,20,3.3,Alpine County,31.2,90.4,24.7,1.3,0.3,9.6,0,3.4,70.3,64.7,25527,16.6,58636,1175,1116,-5,1.6,CA
25.1,15.3,3.7,Amador County,19.3,88.1,2.2,1.4,2.1,13,0.2,3.3,90.7,79.6,27347,12.6,53684,38091,36742,-3.5,64.1,CA
17,20.2,5.4,Butte County,24.4,87.7,2.5,4.6,1.8,15.5,0.3,4.2,86.6,73.5,23787,20.4,43752,220000,224241,1.9,134.4,CA
25.1,17.7,3.9,Calaveras County,21.2,92.8,1.9,1.5,1,11.5,0.2,3.5,91.9,82.1,29329,10.9,55295,45578,44624,-2.1,44.7,CA
13.1,28,7.4,Colusa County,13.8,69.4,2.6,1.8,1.2,58.1,0.6,2.3,91.6,36.7,21579,12.5,52158,21419,21419,0,18.6,CA
14.2,23.4,5.8,Contra Costa County,39,88.8,1,16.4,9.6,25.2,0.6,5.1,67.3,45.6,38219,10.5,78756,1049025,1111339,5.9,1465.2,CA
15.6,21.2,5.8,Del Norte County,14,79.1,9,3.7,3.5,19,0.2,5,78.6,63.3,19072,21.8,37909,28610,27212,-4.9,28.4,CA
18,20.9,4.4,El Dorado County,32,93.2,1.3,4,1,12.7,0.2,3.6,89.8,78.7,34884,9,69297,181058,183087,1.1,106,CA
11.2,28.9,8.3,Fresno County,19.6,73.1,3,10.7,5.9,51.9,0.3,3,77.2,30.9,20208,26,45563,930450,965974,3.8,156.2,CA
14.9,26.7,7,Glenn County,14.6,72.3,2.9,3,1.2,40.4,0.2,2.7,90,53,22148,18.8,43023,28122,27955,-0.6,21.4,CA
15.4,19.5,5.4,Humboldt County,27.5,90.4,6.2,2.8,1.4,10.8,0.3,5.4,84,75.5,23540,20.4,41426,134623,134809,0.1,37.7,CA
12,28.5,8.3,Imperial County,13.3,64.5,2.6,2.3,3.5,82.3,0.2,1.7,89.7,12.3,16763,23.3,41807,174528,179091,2.6,41.8,CA
21.4,20.6,6,Inyo County,21.4,88.1,12.8,1.6,1,20.9,0.1,3.1,81.4,64.3,27441,12.8,44796,18546,18410,-0.7,1.8,CA
9.9,29.4,8.4,Kern County,15,72.4,2.6,5,6.3,51.5,0.3,3,82.7,36.2,20295,22.9,48552,839631,874589,4.2,103.3,CA
9.1,27.5,7.9,Kings County,12.9,71,3,4.4,7.3,53.2,0.3,3.6,81.3,33.7,18429,21,48133,152982,150269,-1.8,110.1,CA
20.6,20.4,5.8,Lake County,16.2,85.4,4.1,1.4,2.1,19.1,0.3,4.5,87.7,72.1,21537,25,36548,64665,64184,-0.7,51.5,CA
12.5,17,4.5,Lassen County,13.1,79.4,4.2,1.4,8.8,18.5,0.6,3.4,81.6,66,19931,16.9,53107,34895,31749,-9,7.7,CA
12.2,22.8,6.4,Los Angeles County,29.7,76.6,1.5,14.8,9.2,48.4,0.4,2.9,71.3,26.8,27749,17.8,55909,9818605,10116705,3,2419.6,CA
12.8,27.6,7.5,Madera County,13.6,68.5,4.5,2.5,4.3,56.1,0.3,2.4,86,35.8,17847,22.8,45625,150865,154548,2.4,70.6,CA
19.4,20.5,4.8,Marin County,54.6,92.4,1.1,6.1,2.9,16,0.3,3.7,86,72.2,56791,7.7,90839,252409,260750,3.3,485.1,CA
24.5,16.7,4.4,Mariposa County,21.3,87.7,3.4,1.4,1.1,10.3,0.2,3.8,90.1,81.4,26988,16.1,49820,18251,17682,-3.1,12.6,CA
18.9,21.9,6.2,Mendocino County,22,85.2,6.3,2.2,1,24.1,0.3,4,86.3,66.2,23306,20,43469,87841,87869,0,25.1,CA
10.5,30,8.1,Merced County,12.6,66.7,2.5,8.1,4.2,57.5,0.4,3,82,29.5,18177,25.4,42591,255793,266353,4.1,132.2,CA
23.2,20.1,4.7,Modoc County,18.7,84.8,5.1,1.2,1.2,14.8,0.3,3.2,88.9,77.6,21200,21,36212,9686,9023,-6.8,2.5,CA
11.8,19.5,5,Mono County,29.8,83.8,2.9,1.8,0.8,27.9,0.3,2.7,91.6,65.8,28046,8.5,61757,14202,13997,-1.4,4.7,CA
12,26.4,7.7,Monterey County,23,71,2.7,6.9,3.5,57.4,0.6,3.7,82.6,31.2,24775,17,59168,415057,431344,3.9,126.5,CA
16.8,21.8,5.4,Napa County,31.3,83.1,1.2,8.1,2.4,33.7,0.4,3.2,84.8,53.7,34795,10.1,70443,136484,141667,3.8,182.4,CA
23.4,17.8,4.2,Nevada County,32.3,94.3,1.2,1.4,0.6,9.2,0.2,3,93.6,85.6,32346,12,57353,98764,98893,0.1,103.1,CA
13.1,23,6.1,Orange County,36.8,83.8,1.1,19.6,2.1,34.3,0.4,3.3,73.5,42,34057,12.4,75422,3010232,3145515,4.5,3807.7,CA
17.8,22.9,5.4,Placer County,35.1,93.6,1.1,7.1,1.7,13.5,0.2,4,85.9,74.2,34886,8.7,72725,348432,371694,6.7,247.6,CA
24.7,17.2,4.4,Plumas County,22.6,89.9,3.2,1.1,1.2,8.4,0.1,3.5,90.9,84,29806,15.2,45794,20007,18606,-7,7.8,CA
13.2,26.3,6.8,Riverside County,20.5,79.6,1.9,6.8,7,47.4,0.4,3.4,80.5,37.4,23591,16.2,56529,2189641,2329271,6.4,303.8,CA
12.8,24.4,6.7,Sacramento County,28,85.9,1.5,15.8,10.9,22.5,1.2,6,64.6,46.6,26739,17.6,55064,1418788,1482026,4.5,1470.8,CA
11.4,26.8,6.7,San Benito County,18.2,76.9,3.1,3.5,1.3,58.3,0.4,3.3,88.4,36,25914,11.9,66237,55269,58267,5.4,39.8,CA
10.3,27.2,7.3,San Bernardino County,18.7,78.2,2,7.3,9.5,51.7,0.5,3.4,77.3,30.6,21332,18.7,54090,2035210,2112619,3.8,101.5,CA
12.7,22.3,6.6,San Diego County,34.6,85.5,1.3,11.9,5.6,33.2,0.6,4.3,76.3,46.7,30668,14.4,62962,3095313,3263431,5.4,735.8,CA
14.4,13.4,4.6,San Francisco County,52.4,86.3,0.8,34.9,5.8,15.3,0.5,4.2,53.8,41.2,48486,13.5,75604,805235,852469,5.9,17179.1,CA
11.8,27.8,7.3,San Joaquin County,18.1,77.3,2,15.9,8.1,40.5,0.7,5.2,68.1,34,22589,18.2,53380,685306,715597,4.4,492.6,CA
17.5,18.1,4.8,San Luis Obispo County,31.5,89.6,1.4,3.8,2.2,22,0.2,3.4,89,69.5,29954,14.3,58697,269637,279083,3.5,81.7,CA
14.7,21.5,6.1,San Mateo County,44.4,88.6,0.9,27.7,3,25.3,1.6,4.4,62.5,40.4,45732,7.6,88202,718451,758581,5.6,1602.2,CA
14,22.4,6.4,Santa Barbara County,31.3,79.1,2.2,5.7,2.4,44.4,0.2,3.5,85.9,45.9,30352,16,62779,423895,440668,3.9,155,CA
12.2,23.1,6.5,Santa Clara County,46.5,86.5,1.3,34.9,2.9,26.6,0.5,4,56.4,33.3,41513,10.2,91702,1781642,1894605,6.3,1381,CA
13.5,20.1,5.6,Santa Cruz County,37,84.9,1.8,4.8,1.4,33.2,0.2,4.1,87.7,58.2,32295,14.6,66519,262382,271804,3.6,589.4,CA
19.2,21.6,5.8,Shasta County,18.8,88.4,3.1,3,1.1,9.4,0.2,4.2,88.5,80.9,23670,17.5,44651,177223,179804,1.5,46.9,CA
26.8,15.7,3.3,Sierra County,18.5,89.4,1.9,0.5,0.4,9.7,0.1,2.3,94.8,86.2,24996,19.4,39009,3240,3003,-7.3,3.4,CA
22.7,20.3,5.4,Siskiyou County,23.9,89,4.7,1.3,1.4,11.9,0.3,5,87.2,77.5,22293,21,37709,44900,43628,-2.8,7.2,CA
13.5,22.9,6,Solano County,24.3,87.2,1.3,15.6,14.8,25.6,1,6.7,60.6,39.6,28929,13,67177,413344,431131,4.3,503,CA
16.7,20.6,5.3,Sonoma County,32.2,86.7,2.2,4.3,1.9,26.1,0.4,3.8,87.4,64.6,32835,11.9,63356,483878,500292,3.4,307.1,CA
12.1,27.3,7.3,Stanislaus County,16.4,76.4,1.9,5.9,3.3,44.1,0.9,3.9,84.1,44.3,21663,20.3,49297,514453,531997,3.4,344.2,CA
14.5,26.4,6.7,Sutter County,18.7,78.3,2.3,16.5,2.5,29.9,0.4,4.3,74,47.8,23602,16.7,50408,94737,95847,1.2,157.3,CA
17.8,24,6.2,Tehama County,13.5,81.1,3.4,1.4,1,24.1,0.2,3.4,90.7,69.4,20439,19.7,41924,63463,63067,-0.6,21.5,CA
24,16.9,4.9,Trinity County,21.3,91.3,5.3,0.9,0.5,7.3,0.2,5.2,87.9,82.6,22905,19.2,36890,13786,13170,-4.5,4.3,CA
10.4,31.6,8.9,Tulare County,13.3,68,2.8,4,2.2,62.9,0.2,2.4,88.3,30.3,17894,26.2,42708,442179,458198,3.6,91.7,CA
23.5,16.8,4.2,Tuolumne County,19.5,89.1,2.2,1.3,2.1,11.5,0.2,3.3,90.8,81.1,25943,14.5,48426,55365,53831,-2.8,24.9,CA
13.6,24.2,6.4,Ventura County,31.4,82.8,1.9,7.5,2.2,42,0.3,3.3,84.8,46.6,32930,11.1,76544,823318,846178,2.8,446.7,CA
11.5,21.7,5.8,Yolo County,37.9,84.3,1.8,13.8,3,31.5,0.6,5,75.9,48.3,27730,19.1,55918,200849,207590,3.4,197.9,CA
11.4,27.8,8.1,Yuba County,13.7,79,3,7.3,4,27.2,0.5,5.9,79.4,56.6,19244,21.6,44902,72155,73966,2.5,114.2,CA
9.6,27.7,7.6,Adams County,20.9,81.4,2.1,4.1,3.7,38.8,0.2,2.9,87,51.9,24195,14.2,56270,441603,480718,8.8,378.2,CO
12.6,23.9,7.7,Alamosa County,24.2,84.7,5.5,1.6,1.9,45.5,0.3,3,87.8,49.5,19487,26.5,34520,15445,16177,4.7,21.4,CO
11.9,24.5,6.5,Arapahoe County,38.8,91.4,1.1,5.6,10.9,18.8,0.2,3.7,78.3,62.1,32595,12.1,60651,572003,618821,8.2,716.7,CO
22.9,18.3,4.9,Archuleta County,32.9,91.7,3.3,1.1,0.5,18.6,0.1,2.4,92.7,76.9,29793,9.7,48933,12084,12244,1.3,8.9,CO
25.7,21.3,6.6,Baca County,17.2,87.3,2,0.4,1.1,10.5,0,2.1,94.4,85.5,22318,15.2,38829,3788,3645,-3.8,1.5,CO
16.9,16.2,3.7,Bent County,8.8,79.4,3.2,1.3,7.2,31.8,0.1,1.7,86.5,58,15081,19.1,37340,6499,5630,-13.4,4.3,CO
12.2,20.3,5,Boulder County,58.3,93.9,0.8,4.5,1.1,13.8,0.1,2.6,90.8,78.3,38011,14.2,67956,294567,313333,6.4,405.6,CO
12.2,24.7,6,Broomfield County,47.5,94.9,0.8,6.3,1.4,12,0.1,2.5,88.8,78,37442,7.1,77998,55889,62138,11.2,1691.9,CO
23,15.8,4,Chaffee County,33.9,91.1,1.5,0.8,1.7,10.2,0.1,1.5,94.4,85.4,27182,8,46504,17809,18363,3.1,17.6,CO
18.2,25,8.3,Cheyenne County,21.3,87,1.3,0.6,0.7,12.7,0.1,1,96.3,84.3,23647,7.2,51641,1836,1871,1.9,1,CO
17.9,15.4,3.8,Clear Creek County,39.8,96.6,1.2,0.8,0.9,5.5,0.1,1.6,95.3,90.7,41716,10.2,67259,9088,9187,1.1,23,CO
17.4,27.1,6.5,Conejos County,19.1,82.6,3.7,0.6,0.7,54.1,0.2,2.3,92.5,43.5,17316,19.4,34526,8256,8265,0.1,6.4,CO
25.8,18.2,3.9,Costilla County,19.5,76.5,5.6,1.4,1.9,64.3,0.4,2.4,88.3,32,20742,22.2,29145,3524,3568,1.2,2.9,CO
13,14.3,4.3,Crowley County,12.3,75.2,3.4,1.4,9.3,30.3,0.1,1.8,84,56.4,17187,29.1,31477,5823,5360,-8,7.4,CO
29,14.6,2.5,Custer County,32.7,94.6,0.8,0.6,1.2,5.3,0,1.6,95.9,91.2,25761,14.6,32427,4255,4361,2.5,5.8,CO
23.5,20.9,5.1,Delta County,18.3,87.8,1.3,0.8,0.7,14.7,0.1,1.8,95.2,82.2,24771,15.5,42078,30952,29870,-3.5,27.1,CO
10.9,20.9,6.8,Denver County,42.9,85.4,2,3.8,10.2,30.8,0.2,3.1,80.7,53.4,33251,19.1,50313,600158,663862,10.6,3922.6,CO
22,20.4,4.9,Dolores County,18.4,88.8,3.6,0.3,0.3,5.1,0.1,2.6,93.2,88.6,22880,14.9,37750,2064,1978,-4.2,1.9,CO
9.9,28.3,6.3,Douglas County,55.8,97.5,0.5,4.3,1.4,8.3,0.1,2.4,91.3,83.9,43634,3.9,101591,285465,314638,10.2,339.7,CO
8.1,23.2,6.1,Eagle County,47,88.7,1.4,1.2,1,30,0.1,1.2,95.1,67.1,39497,10.9,74456,52197,52921,1.4,31,CO
13.9,22.5,3.9,Elbert County,29.6,96.6,0.8,1,0.8,6.4,0.2,1.9,95.4,89.7,36077,6.5,82118,23086,24195,4.8,12.5,CO
11.5,25.1,6.9,El Paso County,35.2,93.6,1.3,3,7,16.3,0.4,4.6,83.7,70.3,28867,12.4,57125,622263,663519,6.6,292.6,CO
20.3,16.5,4,Fremont County,15.6,84.1,1.9,0.8,4,13,0.1,1.7,91.5,79.4,18954,17.6,39943,46824,46502,-0.7,30.5,CO
10.7,25.9,7.1,Garfield County,26.6,85.2,1.8,0.8,1.2,28.1,0.2,1.9,94.2,68.8,26603,11.9,57022,56389,57461,1.9,19.1,CO
13.2,18.7,3.8,Gilpin County,29.1,94.4,1.2,1.5,1.8,6.4,0.3,2.2,93.1,87.4,38022,10.8,63885,5441,5851,7.5,36.3,CO
13.9,18.4,4.2,Grand County,32.8,94.4,0.8,0.9,0.5,8,0.1,2,95.6,88.8,31684,11.1,64664,14843,14546,-2,8,CO
11.2,17.9,4.8,Gunnison County,54.5,93.3,2.5,0.7,0.5,9.3,0,1.8,94.5,87.5,27654,17.7,52332,15324,15725,2.6,4.7,CO
25.7,18.7,6.2,Hinsdale County,42.2,93.8,1.1,0.6,0.5,3.7,0,1.8,95.9,92.6,36365,5.1,56667,843,786,-6.8,0.8,CO
29.7,15.5,3.8,Huerfano County,28,84.7,5.4,1.1,1,34.4,0.2,3,89.3,61.7,24058,20.6,33298,6711,6462,-3.7,4.2,CO
20.9,17.8,3.4,Jackson County,22.2,88.7,1.7,0.4,0.1,11,0,1.9,95.9,86.3,25936,8.9,43606,1394,1396,0.1,0.9,CO
14.7,20.9,5.3,Jefferson County,40.7,93.7,1.2,2.8,1.3,15.2,0.1,2.3,92.2,78.8,36087,8.6,68984,534543,558503,4.5,699.5,CO
24.1,20.5,6.4,Kiowa County,20.6,92.2,0.9,0,0.7,6.3,0.3,1.5,96.6,91.4,22482,17.4,40813,1398,1402,0.3,0.8,CO
17.2,22.5,6.2,Kit Carson County,13.5,84,1.1,0.6,2.5,19.3,0.2,1.5,94.1,76.1,21850,13.8,44157,8270,8072,-2.4,3.8,CO
11,23.1,6.5,Lake County,28.1,86.8,2.6,0.6,0.7,37.8,0.1,2.2,93.9,59.2,25029,14.3,44610,7310,7357,0.6,19.4,CO
14.2,19.4,5.1,La Plata County,41.4,94.2,6.8,0.8,0.6,12.6,0.1,2.5,89.2,79.2,30151,11.4,58080,51334,53989,5.2,30.3,CO
13.9,20.5,5.4,Larimer County,43.8,94.4,1,2.2,1.1,11.1,0.1,2.4,93.2,83.5,30740,14.1,58626,299630,324122,8.2,115.4,CO
22.3,19,5.1,Las Animas County,16.3,84.3,3.5,1.1,1.8,42.5,0.1,2.1,91.4,52.7,22180,17.8,42261,15507,14052,-9.4,3.2,CO
17.4,19.7,5.6,Lincoln County,15.6,81.5,1.1,1,5.6,13.4,0.1,1.7,90.6,78.4,19703,13.7,41910,5467,5510,0.7,2.1,CO
15.7,18.8,5,Logan County,15.8,88.7,1.6,0.9,4.3,16.1,0.1,1.5,91.6,76.9,22581,17.6,40415,22709,22524,-0.8,12.4,CO
16.9,22.4,6.3,Mesa County,25.7,89.6,1.5,0.9,1,14.1,0.1,2.2,94.2,82,26700,14.7,49471,146723,148255,1,44.1,CO
26.5,12.6,4.7,Mineral County,39.3,96.5,0.9,0.4,0.4,4.4,0,1.1,97.1,92.8,42255,6.4,47083,712,698,-2,0.8,CO
12.9,25.9,6.9,Moffat County,15.6,89.2,1.5,0.8,0.5,14.3,0.1,1.9,95.2,82.2,24577,11.5,53231,13795,12928,-6.3,2.9,CO
19.1,22.7,6.2,Montezuma County,27.3,89.9,13,0.9,0.5,12.2,0.1,2.4,83.1,73.2,23548,19.3,43188,25535,25772,0.9,12.6,CO
21.3,22.5,5.6,Montrose County,24.5,85.7,1.8,0.8,0.7,20.2,0.3,2,94.3,76.5,22897,16,45718,41276,40873,-1,18.4,CO
15.4,26.4,7.6,Morgan County,15.1,78.8,1.6,0.7,3.1,35.3,0.3,1.5,92.8,60.1,20680,13.3,43774,28159,28328,0.6,22,CO
19,24.3,6.5,Otero County,15.5,83,3.6,0.9,1.2,41,0.2,2.7,91.4,55.4,19078,25.2,33848,18831,18488,-1.8,14.9,CO
24.6,17,3.4,Ouray County,47.5,98.4,0.5,0.6,0.2,5.5,0.1,1.8,96.8,91.9,33015,5.6,64601,4436,4629,4.4,8.2,CO
16.2,16.7,3.7,Park County,32,95.6,1.3,1.1,0.6,6.2,0,2.3,94.6,89.5,31504,9.1,61570,16206,16345,0.9,7.4,CO
20.8,24,6.1,Phillips County,16.8,85.6,0.8,0.6,1,20.6,0.1,1.4,96.1,76.6,20720,19.9,43011,4442,4363,-1.8,6.5,CO
15.6,16.3,3.7,Pitkin County,56.8,96,0.5,1.4,0.8,9.9,0.1,1.5,95.7,86.5,51814,10.1,72745,17148,17626,2.8,17.7,CO
16.1,26.2,6.9,Prowers County,14.1,79.2,1.8,0.4,0.8,36.4,0,1.7,95.3,61,18941,23.3,34391,12551,12034,-4.1,7.7,CO
17.1,23.2,6,Pueblo County,21.5,87.1,3,1,2.5,42.5,0.2,2.5,90.8,52.9,21940,19.1,41777,159063,161875,1.8,66.7,CO
13.7,24.6,6.8,Rio Blanco County,23.1,91.3,1.5,0.5,1.1,11.1,0.1,2.4,94.2,84.1,27586,14.9,60128,6666,6707,0.6,2.1,CO
18.6,23.9,6.3,Rio Grande County,20.3,84.1,3.3,0.5,0.7,44.2,0,2,93.4,53,20557,19.2,38993,11982,11607,-3.1,13.1,CO
12.3,19.2,4.4,Routt County,48,96.9,0.6,0.8,0.6,7,0.1,1.5,96.4,90.1,34873,9.1,62002,23509,23865,1.5,10,CO
18.9,22.5,6.4,Saguache County,23.8,78,3,0.9,0.8,38.3,0,2.7,92.7,57.4,20726,24.7,34600,6108,6196,1.4,1.9,CO
20.4,13.6,2.1,San Juan County,24.8,94.4,1,1.3,0.1,14.2,0,2.8,94.9,82.1,24711,17.1,39583,699,720,3,1.8,CO
10.4,18.9,4.7,San Miguel County,53.5,96.1,1.4,0.9,0.7,9.6,0.1,1.6,95.3,87.1,40827,10.6,63594,7359,7840,6.5,5.7,CO
24.4,20.3,5.2,Sedgwick County,15,86.8,1,1.4,0.5,15.1,0,1.7,95.4,82.1,21536,18.9,40221,2379,2348,-1.3,4.3,CO
10.8,16.3,4.6,Summit County,47.7,95.7,1.1,1,1,14.7,0.1,1.4,95.4,82.3,34025,13.7,63697,27994,29404,5,46,CO
18,18.5,3.8,Teller County,31.6,93.6,1.2,0.9,0.7,6.2,0.1,2.4,94.7,89.6,31075,7,59040,23350,23389,0.2,41.9,CO
20.8,22,5.1,Washington County,18.5,90.4,0.3,0.4,0.8,9.5,0.1,1.4,97,88,24977,13.1,44683,4814,4780,-0.7,1.9,CO
11.1,26.9,7.3,Weld County,25.9,85.6,1.7,1.5,1.4,28.8,0.2,2.1,93.1,66.7,25468,14.7,57180,252825,277670,9.8,63.4,CO
17.4,26.5,7.5,Yuma County,17.7,88,0.8,0.5,0.4,21.9,0.2,0.8,97.3,76.6,22498,8.2,44308,10043,10202,1.6,4.2,CO
14.4,23.6,5.7,Fairfield County,44.8,89,0.5,5.5,12.2,18.7,0.1,2,79.8,63.8,48721,9.1,82283,916829,945438,3.1,1467.2,CT
15.6,21.7,5.4,Hartford County,34.9,88.1,0.5,5.1,15.2,17,0.1,2.3,76.8,63.4,34698,11.6,64967,894014,897985,0.4,1216.2,CT
18.4,19.4,4.2,Litchfield County,33.4,91.3,0.3,1.8,1.8,5.5,0.1,1.6,94.4,89.9,37667,6.4,71338,189927,184993,-2.6,206.3,CT
17.7,19.4,4.5,Middlesex County,39.1,93.8,0.2,3,5.4,5.8,0.1,1.9,89.4,84.6,39992,6.4,76994,165676,164943,-0.4,448.6,CT
15.6,21.1,5.3,New Haven County,32.9,88.3,0.5,4.2,14.2,16.8,0.1,2.2,78.8,65,32523,12.4,61996,862477,861277,-0.1,1426.7,CT
16,20.3,5.1,New London County,31.3,90.5,1.1,4.5,6.9,9.9,0.2,3.5,83.9,76.3,33782,8.7,66583,274055,273676,-0.1,412.2,CT
14,18.5,4,Tolland County,36.9,93,0.2,4.1,3.6,5,0.1,1.8,90.3,86.2,34392,6.5,80529,152691,151367,-0.9,372.2,CT
14.7,20.7,5.2,Windham County,22.3,86.8,0.6,1.4,2.9,10.9,0.1,2.2,92.8,83.8,27893,11.4,59333,118428,116998,-1.2,230.9,CT
15.6,23.6,6.5,Kent County,21.4,85.2,0.7,2.3,25.2,6.9,0.1,3.4,68.3,63.3,24851,12.9,55149,162310,171987,5.9,276.9,DE
13.8,22.2,6.1,New Castle County,33.8,89.4,0.4,5.2,24.9,9.4,0.1,2.3,67.1,59.5,32406,10.7,64537,538479,552778,2.7,1263.2,DE
24.2,19.5,5.6,Sussex County,22.2,85.6,1.2,1.2,12.8,9.3,0.1,2.1,82.5,75,26908,13.4,52710,197145,210849,7,210.6,DE
11.3,17.5,6.5,District of Columbia,52.4,88.4,0.6,4,49,10.4,0.2,2.6,43.6,35.8,45290,18.6,65830,601723,658893,9.5,9856.6,DC
12.5,18.1,5.6,Alachua County,40.5,91.2,0.3,5.9,20.5,9.1,0.1,2.6,70.6,62.6,24857,24.9,42149,247336,256380,3.7,282.7,FL
12.9,24.8,6.3,Baker County,10,80.1,0.4,0.7,13.5,2.4,0,1.6,83.9,81.9,19852,17.3,49236,27115,27093,-0.1,46.3,FL
16.1,21.6,6.1,Bay County,21.1,87,0.8,2.3,11.3,5.7,0.1,3.1,82.4,77.7,24498,14.7,47461,168852,178985,6,222.6,FL
17.6,20.2,5.8,Bradford County,9.2,75.5,0.4,0.5,19.1,3.8,0.1,1.7,78.2,74.9,17749,18.2,40259,28520,26702,-6.4,97,FL
22.6,18.7,4.6,Brevard County,26.3,90.2,0.5,2.4,10.7,9.3,0.1,2.5,83.8,75.8,27009,13.5,48039,543376,556885,2.5,535,FL
15.3,21.5,5.8,Broward County,29.9,87.8,0.4,3.7,28.9,27.5,0.1,2.1,64.9,39.8,28205,14.3,51251,1748066,1869235,6.9,1444.9,FL
17.3,20.8,5.5,Calhoun County,7.8,73.5,1.3,0.8,13.6,5.8,0.2,2.2,81.8,76.8,14675,23.5,32780,14625,14532,-0.6,25.8,FL
37.7,13,3.1,Charlotte County,21.2,88.8,0.3,1.4,6.2,6.7,0.1,1.5,90.5,84.7,26286,12.6,44378,159978,168474,5.3,235.2,FL
35.2,15,3.8,Citrus County,16.6,86,0.4,1.6,3.1,5.2,0,1.5,93.3,88.7,23148,16.8,39100,141236,139377,-1.3,242.8,FL
14.2,24.2,5.5,Clay County,24,90.2,0.5,3.2,10.9,9.2,0.2,2.9,82.4,74.8,26577,9.8,59482,190865,199798,4.7,315.8,FL
29.4,18.3,4.8,Collier County,31.7,85.8,0.5,1.4,7.2,26.7,0.1,1.1,89.7,64.3,36439,14.1,55843,321520,348777,8.5,160.9,FL
17.3,21.8,5.9,Columbia County,13.3,82.6,0.5,1.1,18.5,5.6,0.1,1.8,78,73.1,19306,19.8,38070,67531,67857,0.5,84.7,FL
19.7,20.9,5.5,DeSoto County,10.6,71.3,1.1,0.8,13.2,30.5,0.2,1.2,83.5,55.2,15088,29.6,34963,34862,35012,0.4,54.7,FL
